course_id,course_name,course_desc,course_creator,course_img,createdAt,updatedAt,data_loaded_at
2414,Style Images with CSS,In this intermediate-level course you will explore how CSS (Cascading Stylesheets) can be used to alter the appearance of an image on your web page. HTML is used to add image content to a website and CSS is used to make that content visually appealing to website visitors. You will use the Notepad++ editor to write CSS rules with a variety of selectors and properties that are applied to images to change their appearance. The Chrome browser is used to display the page to test the results of your work. CSS is a very powerful tool and using it to gain more control over the visual aspects of images is a valuable skill for a web developer.  Note: This course works best for learners who are based in the North America region. Weï¿½re currently working on providing the same experience in other regions.,300,https://images.pexels.com/photos/11035393/pexels-photo-11035393.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
2415,Improving your statistical inferences,"This course aims to help you to draw better statistical inferences from empirical research. First, we will discuss how to correctly interpret p-values, effect sizes, confidence intervals, Bayes Factors, and likelihood ratios, and how these statistics answer different questions you might be interested in. Then, you will learn how to design experiments where the false positive rate is controlled, and how to decide upon the sample size for your study, for example in order to achieve high statistical power. Subsequently, you will learn how to interpret evidence in the scientific literature given widespread publication bias, for example by learning about p-curve analysis. Finally, we will talk about how to do philosophy of science, theory construction, and cumulative science, including how to perform replication studies, why and how to pre-register your experiment, and how to share your results following Open Science principles.   In practical, hands on assignments, you will learn how to simulate t-tests to learn which p-values you can expect, calculate likelihood ratio's and get an introduction the binomial Bayesian statistics, and learn about the positive predictive value which expresses the probability published research findings are true. We will experience the problems with optional stopping and learn how to prevent these problems by using sequential analyses. You will calculate effect sizes, see how confidence intervals work through simulations, and practice doing a-priori power analyses. Finally, you will learn how to examine whether the null hypothesis is true using equivalence testing and Bayesian statistics, and how to pre-register a study, and share your data on the Open Science Framework.  All videos now have Chinese subtitles. More than 30.000 learners have enrolled so far!   If you enjoyed this course, I can recommend following it up with me new course ""Improving Your Statistical Questions""",700,https://images.pexels.com/photos/265087/pexels-photo-265087.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
2416,Build a Google Firebase Web Application,"In this 2-hour long project-based course, you will gain hands-on experience with one of the hottest web and mobile development backend services, Google Firebase. If you have some experience with HTML, CSS, and  JavaScript and want to start developing multi-platform applications, this course is for you!  By the end of this course, you will understand the fundamental of Google Firebase and be able to create and build a Firebase Web application with ease.",100,https://images.pexels.com/photos/265087/pexels-photo-265087.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
2417,Mathematical Biostatistics Boot Camp 1,"This class presents the fundamental probability and statistical concepts used in elementary data analysis. It will be taught at an introductory level for students with junior or senior college-level mathematical training including a working knowledge of calculus. A small amount of linear algebra and programming are useful for the class, but not required.",600,https://images.pexels.com/photos/1181675/pexels-photo-1181675.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
2418,Corporate Financial Decision-Making for Value Creation,"In this course, participants will learn about the key financial decisions modern corporations face, as well as the alternative methods that can be employed to optimize the value of the firmï¿½s assets. This is part of a Specialization in corporate finance created in partnership between the University of Melbourne and Bank of New York Mellon (BNY Mellon).",200,https://images.pexels.com/photos/128867/coins-currency-investment-insurance-128867.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
2419,"Advanced Valuation and Strategy - M&A, Private Equity, and Venture Capital","Hi and welcome to this course!   Would you like to learn about the latest valuation methods that may help you to make better business decisions? Then 'Advanced Valuation and Strategy ï¿½ M&A, Private Equity, and Venture Capital' by Erasmus University Rotterdam is the right course for you! This course is helpful for executives that need to value complete strategies and for all students interested in corporate finance and strategy. We present the latest tools and show you how to apply them!  We will revolutionize your way of decision making, by extending static techniques from corporate finance with dynamic methods to quantify strategic thinking. Traditionally, we assess the attractiveness of an investment as a mature business, where future cash flows mainly result from past decisions. But, in an ever-changing world, strategic decisions determine the firmï¿½s long-term success and market value. Yet managers often have to consider these long-term implications using intuition and experience alone, with little guidance from structured, quantitative analysis.  Our treatment goes far beyond the use of standard valuation analysis. We introduce the expanded NPV, which brings together DCF, real options, and game theory. Thinking in terms of options, games, and adaptive strategies may help managers address strategic questions such as: How do you value a leveraged buyout? How can you value a high-tech venture with negative cash flows? When should you invest in new ventures in stages? How can you incorporate rival bidders in the analysis?  The tools we provide can improve your decisions in business and in daily life.  * Who is this class for? We hope that our course appeals to (graduate) students in finance, economics, and business, as well as to high-ranking professionals and a general audience. This course is particularly interesting for venture capitalists, private equity investors, investment bankers, CEOs, CFOs, and those who aspire these affiliations. We offer this MOOC at 3 levels:  1.Executive Summary:  This 1-week module provides critical insights into the principles of corporate valuation and strategy. This is accessible for time-constrained executives and the general audience without any prior knowledge.  2. Student Level: This level involves an understanding of the technical details.  This level requires basic knowledge of concepts in corporate finance, e.g., the time value of money, financial statement analysis, capital structure, and the relation between risk and returns. Learners of this level can skip week 1.  3. Honors Level (honors certificate):  This level is challenging, engaging, and compelling to an intellectually rigorous student.",700,https://images.pexels.com/photos/128867/coins-currency-investment-insurance-128867.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
2420,Introduction to International Criminal Law,"-- About the Course --  From the Nuremberg trial to the case against Saddam Hussein, from the prosecution of Al-Qaeda terrorists to the trial of Somali pirates ï¿½ no area of law is as important to world peace and security as international criminal law.  Taught by one of the worldï¿½s leading experts in the field, this course will educate students about the fundamentals of international criminal law and policy.  We will explore the contours of international crimes such as genocide, war crimes, terrorism, and piracy.  We will examine unique modes of international criminal liability and specialized defenses.  And we will delve into the challenges of obtaining custody of the accused and maintaining control of the courtroom.  -- Course Syllabus --  This course comprises eight units (or ""modules""). Each will include an assigned reading, typically an article or book chapter, as well as a simulation designed to bring the readings to life.  I will also offer video lectures on each of the topics, accompanied by slides.  In addition, there will be online role-play exercises and debates, enabling the students to share their own insights.   The order of class sessions will be:  (1)     History: From Nuremberg to The Hague  (2)     International Crimes Part 1: War Crimes, Genocide, Crimes against Humanity, and Torture  (3)     International Crimes Part 2: Terrorism and Piracy  (4)     Special modes of liability: command responsibility, co-perpetration, and incitement  (5)      Special defenses: insanity, obedience to orders, duress, and head of state immunity  (6)      Gaining custody of the accused: extradition, luring, abduction, and targeted killing  (7)      Pre-Trial Issues: plea bargaining, self-representation, and exclusion of torture evidence  (8)      Maintaining control of the courtroom      -- Recommended Background --  You donï¿½t have to be a lawyer and there are no prerequisites for this course. However, the course will be conducted at the level expected of Advanced undergraduate students. Therefore, for all participants, reading and writing comfortably in English at the undergraduate college level is desirable.   -- Suggested Readings --  Students should read the assigned online materials for each unit in advance of the class session.    In addition, students are invited to subscribe to ï¿½War Crimes Prosecution Watch,ï¿½ a free bi-weekly e-newsletter that summarizes the latest developments in the field of international criminal law.  -- Course Format --  This course is made up of eight content units. Each unit is based on an online reading assignment, a video lecture of about one hour in length, and one or more role play exercises to stimulate on-line discussion. The course also offers in-video enrichment quizzes (ungraded) for each unit, a ten question multiple choice midterm diagnostics exam (ungraded), and a ten question True/False Final Exam.     -- FAQ--  How will this course be graded?   This course is graded on completion. In order to complete the course each student must: (1) finish each module (or ï¿½lessonï¿½); (2) write at least one essay response of 200 words or more for at least one simulation throughout the course; and (3) get a score of 6 out of 10 or better on the Final Exam.  What resources will I need for this course?  For this course, all you need is an Internet connection, and the time to read and discuss the exciting materials available online.  What is the coolest thing about this course?  The topics we will be discussing are ripped from the headlines.  The topics are often controversial and thought-provoking, and always exciting.",1,https://images.pexels.com/photos/5668473/pexels-photo-5668473.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
2421,Innovative Finance: Hacking finance to change the world,"To address global poverty - do we really not have enough resources or do we not have the right tools to allocate our resources?   The tools of finance, when applied correctly, can be an enabler of social and environmental outcomes. This course is designed to give you the ability to build innovative financing strategies that work towards outcomes such as financial inclusion, access to energy and access to education.  The innovative finance process has five key components.  It starts with identifying the outcomes you are looking to achieve and next moves on to due diligencing your issue area using techniques like design thinking to make sure you are designing with the end user.  Next you must map all of the resources available for your outcome and then discover opportunities to augment these through business model innovation, multi-stakeholder partnerships and innovative financial structures.  Finally, the last step is to put all of these pieces together to design an innovating financing strategy.    Each week dives into a component of the process using examples and real case studies from social entrepreneurs, non-profits, development funders, impact investors, governments, foundations and more.  Over five weeks youï¿½ll learn about new types of revenue creation, financing approaches, business models and partnerships. By the end of the course, youï¿½ll have the ability to hack finance for social change.  Watch the course trailer https://www.youtube.com/watch?v=tSMUoCJgqkw",200,https://images.pexels.com/photos/128867/coins-currency-investment-insurance-128867.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
2422,Capstone - Launch Your Own Business!,"It is a clichï¿½, but nevertheless very true. Experience is the best teacher. It is also the best confidence builder. It is time for you to take action! The concepts and skills presented throughout the courses in the specialization are applied in this capstone course where you will launch an actual business.  It will not be a business concept described on paper, but a functional business with legal status in your particular governmental jurisdiction, developed within your available resources whatever they are, and challenged to generate revenue.  One of the greatest benefits of this specialization is the business development environment provided by the population of learners. At the point of the capstone course your thousands of fellow learners become consultants capable of refining and adding value to your business concept, they may also be potential customers or at the very least allow you to observe the likely reactions from potential customers.  With the experience of launching this startup, and the execution capabilities and confidence gain from that experience it is our desire that you repeat the process and launch another startup or a bigger version of this startup. Hopefully going on to launch another, and another, and another, evoking another clichï¿½, 'practice will make perfect'.",400,https://images.pexels.com/photos/1181675/pexels-photo-1181675.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
2423,Introduction to Self-Driving Cars,"Welcome to Introduction to Self-Driving Cars, the first course in University of Torontoï¿½s Self-Driving Cars Specialization.   This course will introduce you to the terminology, design considerations and safety assessment of self-driving cars.  By the end of this course, you will be able to:  - Understand commonly used hardware used for self-driving cars - Identify the main components of the self-driving software stack - Program vehicle modelling and control   - Analyze the safety frameworks and current industry practices for vehicle development  For the final project in this course, you will develop control code to navigate a self-driving car around a racetrack in the CARLA simulation environment. You will construct longitudinal and lateral dynamic models for a vehicle and create controllers that regulate speed and path tracking performance using Python. Youï¿½ll test the limits of your control design and learn the challenges inherent in driving at the limit of vehicle performance.  This is an Advanced course, intended for learners with a background in mechanical engineering, computer and electrical engineering, or robotics. To succeed in this course, you should have programming experience in Python 3.0, familiarity with Linear Algebra (matrices, vectors, matrix multiplication, rank, Eigenvalues and vectors and inverses), Statistics (Gaussian probability distributions), Calculus and Physics (forces, moments, inertia, Newton's Laws).  You will also need certain hardware and software specifications in order to effectively run the CARLA simulator: Windows 7 64-bit (or later) or Ubuntu 16.04 (or later), Quad-core Intel or AMD processor (2.5 GHz or faster), NVIDIA GeForce 470 GTX or AMD Radeon 6870 HD series card or higher, 8 GB RAM, and OpenGL 3 or greater (for Linux computers).",200,https://images.pexels.com/photos/577585/pexels-photo-577585.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
2424,Bonds & Stocks,"This course is an introduction to bonds and stocks and how they are valued using the principles of time value of money (TVM) covered in the two preceding courses in this specialization. Youï¿½ll learn how money is raised by business to support or expand their operations. Since individuals and households typically lend money to governments and businesses, this course will help you make personal financial decision-making. This course is part of a specialization titled ï¿½Foundational Finance for Strategic Decision Makingï¿½ and is helpful if you are interested in applying to an MBA degree program or learning the foundations of finance to be more effective in your career.  The pedagogy of the course is applied and problem-based with assignments covering every part of the course that each contain multiple problems that, by design, are introductory and simpler than the more real-world applications you will confront in the real world and more Advanced courses. The assignments are all designed by the faculty lead and machine graded.",300,https://images.pexels.com/photos/128867/coins-currency-investment-insurance-128867.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
2425,Re-imaging God in Korean Context,"This course will be an overview of a development of the theological methods in relation to Koreaï¿½s cultural context. Completing the course, the learners can understand cultural influences on the dynamic development of Korean churches and indigenous theology; they can also gain an insight into their own image of God and theological imagination in their own cultural context.",1,https://images.pexels.com/photos/577585/pexels-photo-577585.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
2426,Protecting Cloud Architecture with Alibaba Cloud,"The Security Exam Preparation Course is a series of online courses covering topics including Linux and Windows OS basics and operations, network fundamentals, host security, application security, network security, and data security. It is designed to help you understand how these products work, how they should be used, and help you gain the required knowledge to prepare for the ACA/ACP level cloud security specialist.",300,https://images.pexels.com/photos/5483240/pexels-photo-5483240.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
2427,Planning your Client's Wealth over a 5-year Horizon,"In this Capstone project, you will have to choose between three different characters (each with a unique set of financial constraints and objectives) and design an appropriate wealth plan for them over the next 5 years.  You will have to use the knowledge you gained in each of the four preceding courses to reach that objective. Indeed, you will need to know which assets to consider and how to manage them depending on changes in the economic outlook (Course 1), how to evaluate and deal with your character's emotional biases in order to suggest them a wealth strategy they will be able to follow (Course 2), how to build an optimal portfolio and manage its risk once the strategy has been designed (Course 3) and how to adequately measure the performance of your plan while taking advantage of investment vehicles and future trends in the investment management industry to further your character's goals (Course 4).  This Capstone project was designed in collaboration with UBS, our corporate partner, who benefits from years of experience in guiding clients with their wealth planning.",500,https://images.pexels.com/photos/669619/pexels-photo-669619.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
2428,Google Cloud Platform Fundamentals: Core Infrastructure,"This course introduces you to important concepts and terminology for working with Google Cloud Platform (GCP). You learn about, and compare, many of the computing and storage services available in Google Cloud Platform, including Google App Engine, Google Compute Engine, Google Kubernetes Engine, Google Cloud Storage, Google Cloud SQL, and BigQuery. You learn about important resource and policy management tools, such as the Google Cloud Resource Manager hierarchy and Google Cloud Identity and Access Management. Hands-on labs give you foundational skills for working with GCP.  Note: ï¿½Google services are currently unavailable in China.  New! CERTIFICATE COMPLETION CHALLENGE to unlock benefits from Coursera and Google Cloud Enroll and complete Cloud Engineering with Google Cloud or Cloud Architecture with Google Cloud Professional Certificate  or Data Engineering with Google Cloud Professional Certificate before November 8, 2020 to receive the following benefits;   => Google Cloud t-shirt, for the first 1,000 eligible learners to complete. While supplies last. > Exclusive access to Big => Interview ($950 value) and career coaching  => 30 days free access to Qwiklabs ($50 value) to earn Google Cloud recognized skill badges by completing challenge quests",200,https://images.pexels.com/photos/11035393/pexels-photo-11035393.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
2429,Google Cloud Platform Fundamentals: Core Infrastructure,"This course introduces you to important concepts and terminology for working with Google Cloud Platform (GCP). You learn about, and compare, many of the computing and storage services available in Google Cloud Platform, including Google App Engine, Google Compute Engine, Google Kubernetes Engine, Google Cloud Storage, Google Cloud SQL, and BigQuery. You learn about important resource and policy management tools, such as the Google Cloud Resource Manager hierarchy and Google Cloud Identity and Access Management. Hands-on labs give you foundational skills for working with GCP.  Note: ï¿½Google services are currently unavailable in China.  New! CERTIFICATE COMPLETION CHALLENGE to unlock benefits from Coursera and Google Cloud Enroll and complete Cloud Engineering with Google Cloud or Cloud Architecture with Google Cloud Professional Certificate  or Data Engineering with Google Cloud Professional Certificate before November 8, 2020 to receive the following benefits;   => Google Cloud t-shirt, for the first 1,000 eligible learners to complete. While supplies last. > Exclusive access to Big => Interview ($950 value) and career coaching  => 30 days free access to Qwiklabs ($50 value) to earn Google Cloud recognized skill badges by completing challenge quests",400,https://images.pexels.com/photos/11035393/pexels-photo-11035393.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
2430,Analyze NPS Survey Data in Google Sheets,"What if there was a metric that could drive insights into how to keep customers and translate their loyalty into positive word-of-mouth? Of course, weï¿½d leverage that metric to mine insights from customer experience survey data. In this project, you will explore the metric that offers these actionable insights, Net Promoter Score or NPS is the customer experience metric that reports the state of customer loyalty and whether-or-not they will naturally act as a brand ambassador. Net Promoter Score metrics are collected in all environments from the business location to the web. They are also collected in a variety of frequencies. Transactional NPS occurs immediately following a service or product purchase and relational NPS is measured less frequently capturing the customerï¿½s overall brand perception. You will examine the NPS metric in this project by conducting a Net Promoter Score analysis and creating a visualization to quickly report your findings in Google Sheets.  By the end of this project, you will be able to confidently analyze Net Promoter Score survey data and report your findings to a professional audience using any spreadsheet software.  Note: This course works best for learners who are based in the North America region. Weï¿½re currently working on providing the same experience in other regions.",600,https://images.pexels.com/photos/577585/pexels-photo-577585.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
2431,Leadership in 21st Century Organizations,"Meet Jim Barton, the new CEO of Santa Monica Aerospace. Jim's job won't be easy: the company's hemorrhaging cash, struggling to regain investors' trust after an accounting scandal, and striving to transform its culture to become a more global competitor. In this course, youï¿½ll travel with Jim as he takes on leadership challenges ranging from strategy execution, to inspiring people, to maintaining an ethical approach. Experts agree that twentieth-century leadership practices are inadequate for the stormy twenty-first-century present. This provocative course equips you with the insights you'll need to rise with the occasion of a rapidly shifting business landscape.  The course is based on a book, Harder Than I Thought: Adventures of a 21st Century Leader, by Robert D. Austin, Richard L. Nolan, and Shannon O'Donnell, published by Harvard Business Review Press. Purchase of the book is optional. If you want more information about the book or wish to buy it, see https://hbr.org/product/harder-than-i-thought-adventures-of-a-twenty-first/an/10332-HBK-ENG or http://www.amazon.com/Harder-Than-Thought-Adventures-Twenty-First/dp/1422162591   After taking the course, you'll be able to: o   Enact your own personal leadership approach, derived from your ongoing evaluation of how Jim Barton has handled his leadership situation, as well as from established leadership concepts and frameworks; o   Avoid leadership actions that might have worked in the past, but are not suited to a newly challenging 21st century world; o   Navigate treacherous new 21st century leadership challenges, such as greater reliance on specialized workers or the need to respond to external scrutiny in an increasingly transparent world (and many more); o   Avoid ""slippery slope"" ethical failures, and think more clearly about the separation between public and private life for a 21st century leader.",1,https://images.pexels.com/photos/669619/pexels-photo-669619.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
2432,"Nanotechnology and Nanosensors, Part 2","Learn about novel sensing tools that make use of nanotechnology to screen, detect and monitor various events in personal or professional life. Together, we will lay the groundwork for infinite innovative applications, starting from diagnosis and treatments of diseases, continuing with quality control of goods and environmental aspects, and ending with monitoring security issues.  _ _ _ _ _ _ _ _ _  _ _ _  _ _ _ _ _ _ _ _ _   Nanotechnology and nanosensors are broad, interdisciplinary areas that encompass (bio)chemistry, physics, biology, materials science, electrical engineering and more. The present course will provide a survey on some of the fundamental principles behind nanotechnology and nanomaterials and their vital role in novel sensing properties and applications. The course will discuss interesting interdisciplinary scientific and engineering knowledge at the nanoscale to understand fundamental physical differences at the nanosensors. By the end of the two parts of the course, students will understand the fabrication, characterization, and manipulation of nanomaterials, nanosensors, and how they can be exploited for new applications. Also, students will apply their knowledge of nanotechnology and nanosensors to a topic of personal interest in this course.  - - - - - - - -- -- -- - - - - COURSE OBJECTIVES The course main objective is to enhance critical, creative, and innovative thinking. The course encourages multicultural group work, constructing international 'thinking tanks' for the creation of new ideas. Throughout the course, you will be asked to reflect upon your learning, think ""out of the box"", and suggest creative ideas.     The two parts of the course are set to encourage the understanding of: 1. The importance of nanoscale materials for sensing applications. 2. Approaches used for characterizing sensors based nanomaterials. 3. Approaches used for tailoring nanomaterials for a specific sensing application. 4. Metallic and semiconductor nanoparticles. 5. Organic and inorganic nanotubes and nanowires. 6. Optical, mechanical and chemical sensors based on nanomaterials. 7. Hybrid nanomaterial-based sensors.  ---------------- We recommend that you read the following supplementary reading materials: -Ji?ï¿½ Janata, Principles of Chemical Sensors, Springer, 2d Edition (1989). -Roger George Jackson, Novel Sensors and Sensing, CRC Press (2004). _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  Teaching Team  About Professor Haick Hossam  Professor Hossam Haick is an expert in the field of nanotechnology, nanosensors, and non-invasive disease diagnosis. Prof. Haick is the recipient of the prestigious Marie Curie Excellence Award, ERC Award, and the FP-7 Health Award. He is also the recipient of more than 42 international honors and prizes for his achievements, including a Knight of the Order of Academic Palms (conferred by the French Government) and the ï¿½List of the Worldï¿½s Top 35 Young Scientistsï¿½, and the Discovery Award of the Bill & Melinda Gates. Prof. Haick is the founder and the leader of a European consortium of eight universities and companies for the development of Advanced generation of nanosensors for disease diagnosis. He also serves as an associate editor of the two journals and serves as an advisory consultant to the Chemical Abstracts Service (CAS) ï¿½ the world's authority for chemical information - a senior scientific advisory member of several national and international companies and institutes, and as a scientific evaluator in the European Commission. Email: hhossam@technion.ac.il   _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _   Course Staff  Meital Bar-Segev, Teaching Assistant: Received her B.A. (Cum Laude) in Chemistry and B.Sc (Cum Laude) in Materials Engineering from the Technion ï¿½ Israel Institute of Technology (both in 2010). During her studies, she worked in a student position at Tower Semiconductors Ltd. After graduation she worked at Alfred Mann Institute in the Technion (AMIT) as a process development engineer. Currently, she performs her Ph.D. degree (direct track) in the Russell Berrie Nanotechnology Institute (RBNI) of the Technion under the supervision of Prof. Hossam Haick. The research of Meital focuses is the development of electronic skin based on nanoparticles.  Abeer Watted, Teaching Assistant: Received her B.Sc. and M.Sc. in Transportation and Highways Engineering from the Technion.  She is a Ph.D. student at the Faculty of Education in Science and Technology at the Technion, under the supervision of Asst. Prof. Miri Barak. She received a second master degree in Educatu in Science and Technology from the Technion in 2013. Her research focuses on science education and inquiry-based laboratories. Currently, Abeer works as a lecturer at Al-Qasemi Academic College of Education, where she serves also as the head of Civil Engineering Department.  Maya Usher, Teaching Assistant: Received her B.A. and M.A. (Cum Laude) in Communication Studies from Sapir Academic College and Ben Gurion University- Israel (2009; 2013 respectively). Currently, Maya is a PhD. candidate at the Faculty of Education in Science and Technology at the Technion, under the supervision of Asst. Prof. Miri Barak. Her research focuses on examining online collaborative learning in small multicultural groups.   Muhammad Khatib, Teaching Assistant: Received his B.Sc in Biochemical Engineering from the Technion ï¿½ Israel Institute of Technology (2015). His final research project, conducted with Prof. Avi Schroeder, dealt with harnessing liposome-based drug delivery systems to applications in precise agriculture. Currently, he performs his Ph.D. (special track) in the Department of Chemical Engineering of the Technion under the supervision of Prof. Hossam Haick, and his research focuses on self-healing devices for monitoring infectious diseases.  Miri Barak, Pedagogical Advisor: Assistant Professor at the Faculty of Education in Science and Technology, Technion- Israel Institute of Technology. She is the Head of the Science and Learning Technologies group and the advisor of graduate students. Her academic activities focus on developing, integrating, and evaluating science education curricula at school and higher education levels. Her studies involve the use of information and communication technologies (ICT), with emphasis on emerging web-2.0 and cloud applications, to foster meaningful learning and high-order thinking.",200,https://images.pexels.com/photos/577585/pexels-photo-577585.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
2433,Identifying Security Vulnerabilities in C/C++Programming,"This course builds upon the skills and coding practices learned in both Principles of Secure Coding and Identifying Security Vulnerabilities, courses one and two, in this specialization.  This course uses the focusing technique that asks you to think about:  ï¿½what to watch out forï¿½ and ï¿½where to lookï¿½ to evaluate and ultimately remediate fragile C++ library code.   The techniques youï¿½ll be examining will make your programs perform accurately and be resistant to attempts to perform inaccurately. This is really what the term secure programming means. You will be shown common errors that people make, and then learn how to program more robustly. You will apply tips and best practices to help you improve your programming style and help you to avoid common problems like buffer overflows, which may or may not cause security problems.",700,https://images.pexels.com/photos/5483240/pexels-photo-5483240.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
2434,Finance for Startups,"Finance is one of the key ingredients for successful startups. Many entrepreneurs, however, lack knowledge of finance. This course teaches basic financial knowledge needed in starting and operating startups to entrepreneurs or would-be entrepreneurs who did not major in finance. Students of this course will learn to read and understand financial statements such as balance sheets, income statements and cash flow statements. They will also practice simple financial planning of a startup. This course also covers the concept company valuation as well as how startups get funding. This is a practical course aimed at direct application of the knowledge gained into running real startups. It also aims to enable entrepreneurs and would-be-entrepreneurs to understand the ""language of finance"" so that they can talk to professionals with confidence.",700,https://images.pexels.com/photos/128867/coins-currency-investment-insurance-128867.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
2435,Software Defined Networking,"In this course, you will learn about software defined networking and how it is changing the way communications networks are managed, maintained, and secured.",300,https://images.pexels.com/photos/5483240/pexels-photo-5483240.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
2436,Networking and Security Architecture with VMware NSX,"This 8 week online course equips learners with the basics of network virtualization with VMware NSX.  To get the most of this course, you should have familiarity with generic IT concepts of routing, switching, firewalling, disaster recovery, business continuity, cloud and security.  At the end of the course, you will be able to: ï¿½\tUnderstand network virtualization basics ï¿½\tDescribe NSX business value and use cases ï¿½\tExplain how NSX is different from traditional networking ï¿½\tSummarize networking and security solution architecture with VMware NSX around these key areas:           + Micro-segmentation           + Automation with OpenStack           + Automation with VMware vRealize Automation           + Disaster Recovery and Business Continuity           + Operational Transformation ï¿½\tDemonstrate understanding through hands-on experience ï¿½\tDevelop a learning plan for network virtualization certification  If you are new to network virtualization, download our Network Virtualization for Dummies guide.  http://learn.vmware.com/36350_NSX_ITAutomation_Reg?src=af_5acfd24cebb90&cid=70134000001YR9b  All Hands on Labs referenced in this course are OPTIONAL and available for FREE. Direct links to free labs can be found on the Resources Tab or you can access our full library at https://labs.hol.vmware.com/HOL/catalogs/catalog/877",200,https://images.pexels.com/photos/5483240/pexels-photo-5483240.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
2437,Content Strategy for Professionals: Capstone Project,"The Capstone Project will let you demonstrate all that you have learned throughout the Content Strategy Specialization. It is an exciting learning experience that takes you through developing an effective Content Strategy package to meaningfully understand its scope and impact.  The Capstone is centered on a fictional web startup, Wish I Was There, which aims to be the go-to travel guide for anywhere in the world using recommendations crowdsourced from local experts.  While it is not a real company, the assignment you are asked to complete is similar to the work you would do in the real-world. By the time youï¿½ve finished developing your response to this case, you will see how it directly relates to what confronts you in your own work. For the Capstone assignment, assume you have been selected to develop a Content Strategy for the section of Wish I Was Thereï¿½s website for the region, people and culture where you live and work. You will need to create a visual mock-up of a webpage that appeals to the audiences you want to reach as well as a comprehensive plan to engage with them.",400,https://images.pexels.com/photos/1181675/pexels-photo-1181675.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
2438,Evaluate Profit Margins with VLOOKUP in Google Sheets,"Data can come our way in multiple forms and from multiple file types. Itï¿½s likely that at some point you will work with queries and data where multiple conditions must be applied in order to pull out accurate information. VLOOKUP is a function that can quickly search for matching conditions and calculate values such as totals and profit margin. Applying multiple conditions can seem like a time-consuming task, so itï¿½s critical to leverage VLOOKUP to quickly extract business intelligence. The function does this by treating a section of a spreadsheet as a lookup table. In this course you will gain experience calculating and evaluating profit margins with VLOOKUP. You will do this in your hands-on project as we work side-by-side in the free-to-use software Google Sheets.  By the end of this course, you will understand use cases for using vertical lookup functions to extract data and you will be able to confidently apply VLOOKUP formulas to calculate data with specific conditions in any spreadsheet software.   Note: This course works best for learners who are based in the North America region. Weï¿½re currently working on providing the same experience in other regions.",700,https://images.pexels.com/photos/577585/pexels-photo-577585.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
2439,Visual Analytics with Tableau,"In this third course of the specialization, weï¿½ll drill deeper into the tools Tableau offers in the areas of charting, dates, table calculations and mapping. Weï¿½ll explore the best choices for charts, based on the type of data you are using. Weï¿½ll look at specific types of charts including scatter plots, Gantt charts, histograms, bullet charts and several others, and weï¿½ll address charting guidelines. Weï¿½ll define discrete and continuous dates, and examine when to use each one to explain your data.  Youï¿½ll learn how to create custom and quick table calculations and how to create parameters. Weï¿½ll also introduce mapping and explore how Tableau can use different types of geographic data, how to connect to multiple data sources and how to create custom maps.",600,https://images.pexels.com/photos/265087/pexels-photo-265087.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
